"Family","Fish","Sex","SL","BD","Spine_1","Spine_1_w_0","Spine_2"
"23","23-161","F",47.7,11.04,3.73333,3.73333,4.53333
"23","23-162","F",43.7,9.76,4,4,4.93333
"23","23-163","F",45,10.74,3.26667,3.26667,4.26667
"23","23-164","F",43.14,8.86,2.53333,2.53333,3.73333
"23","23-165","F",50.24,11.48,3.53333,3.53333,4.93333
"23","23-166","F",49.72,11.18,3.6,3.6,4.86667
"23","23-167","F",41.66,9.92,2.66667,2.66667,3.4
"23","23-168","M",40.42,9.24,2.46667,2.46667,3.6
"23","23-169","F",39.98,8.72,2.33333,2.33333,3.13333
"23","23-170","F",34.92,8.22,2.2,2.2,3.26667
"23","23-171","F",32.94,7.62,2.2,2.2,3.06667
"23","23-172","M",52.64,12.26,3.2,3.2,4.4
"23","23-173","M",37.62,8.7,3.53333,3.53333,4.13333
"23","23-174","F",45.3,10.74,4.13333,4.13333,4.86667
"23","23-175","F",45.12,9.66,3.13333,3.13333,3.93333
"23","23-176","F",48.06,11.7,3.4,3.4,4.4
"23","23-177","M",44.64,10.88,3.06667,3.06667,3.8
"23","23-178","M",41.78,10.78,3.66667,3.66667,5.13333
"23","23-179","M",42.9,10.24,3.06667,3.06667,4
"23","23-180","M",44.24,10.46,3.8,3.8,4.26667
"23","23-181","F",50.16,11.1,3.06667,3.06667,4.26667
"23","23-182","M",41.08,10.18,NA,0,3.4
"23","23-183","F",47.36,9.94,3.4,3.4,4
"23","23-184","M",48.38,11.74,3.13333,3.13333,4.53333
"23","23-185","F",42.38,10.08,2.86667,2.86667,3.53333
"23","23-186","F",43.68,10,3.13333,3.13333,4.46667
"23","23-187","M",45.24,10.44,2.8,2.8,4.2
"23","23-188","F",47.52,10.3,3.26667,3.26667,4.26667
"23","23-189","M",35.72,8.12,2.8,2.8,3.73333
"23","23-190","M",38.88,9.2,2.93333,2.93333,3.66667
"23","23-191","F",38.78,8.7,2.73333,2.73333,3.6
"23","23-192","F",40.66,9.96,2.6,2.6,3.6
"23","23-193","M",40.88,9.28,2.93333,2.93333,3.73333
"23","23-194","F",41.2,9.14,2.66667,2.66667,3.8
"23","23-195","M",39.66,9.2,3.8,3.8,4.46667
"23","23-196","F",42.16,10.06,2.73333,2.73333,3.46667
"23","23-197","F",36.5,8.16,2.06667,2.06667,3.13333
"23","23-198","F",36.98,8.5,2.73333,2.73333,3.53333
"23","23-199","M",37.9,8.84,2.2,2.2,3.06667
"23","23-200","M",35.42,8.32,3.06667,3.06667,4
"23","23-201",NA,29.7,6.96,2.13333,2.13333,3
"23","23-202","F",35.34,7.54,3.46667,3.46667,4.26667
"23","23-203","M",36.24,8.18,2.86667,2.86667,3.8
"23","23-204","M",36.02,8.42,3.46667,3.46667,4
"23","23-205","M",31.12,7.14,NA,0,2.93333
"23","23-206","F",50.18,11.84,4.33333,4.33333,5.46667
"23","23-207","M",50.22,11.3,4.06667,4.06667,4.8
"23","23-208","F",51.22,11.88,3.86667,3.86667,5.13333
"23","23-209","F",49.7,10.84,4.13333,4.13333,5.06667
"23","23-210","F",45.28,9.94,3.26667,3.26667,4
"23","23-211","F",46.62,10.74,3.66667,3.66667,4.6
"23","23-212","M",47.5,10.92,2.66667,2.66667,3.73333
"23","23-213","F",45.5,10.28,4,4,4.6
"23","23-214","F",45.9,10.54,3.8,3.8,4.6
"23","23-215","F",46.34,10.38,4.6,4.6,5.26667
"23","23-216","M",47.6,11.74,2.8,2.8,3.4
"23","23-217","F",49.78,11.08,NA,0,4.6
"23","23-218","F",42.94,10.36,3.2,3.2,3.93333
"23","23-219","F",44.5,9.8,2.93333,2.93333,3.66667
"23","23-220","F",57.06,11.98,5.53333,5.53333,6.66667
"23","23-221","M",43.22,10.08,3.6,3.6,3.73333
"23","23-222","F",44.7,10.88,3.86667,3.86667,4.6
"23","23-223","M",46.62,10.74,3.06667,3.06667,4
"23","23-224","M",41.08,9.4,2.73333,2.73333,3.6
"23","23-225","F",40.72,9.24,3.13333,3.13333,3.86667
"23","23-226","F",42.72,9.78,3.73333,3.73333,4.2
"23","23-227","F",42.64,9.22,3.33333,3.33333,4
"23","23-228","F",48.04,11.52,3.4,3.4,4.4
"23","23-229","F",47.9,10.48,3.4,3.4,4.13333
"23","23-230","M",44.04,10.6,3.4,3.4,4.2
"23","23-231","M",49.62,11.88,3.66667,3.66667,4.46667
"23","23-232","F",40.32,9.24,3.73333,3.73333,4.2
"23","23-233","M",43.94,10.1,3,3,3.53333
"23","23-234","M",43.58,10.42,3.13333,3.13333,3.8
"23","23-235","M",43.06,9.92,3.4,3.4,4.2
"23","23-236","M",42.2,10.2,2.86667,2.86667,3.53333
"23","23-237","M",35.74,8.42,2.66667,2.66667,3.46667
"23","23-238","M",39.98,9.84,3.6,3.6,4.53333
"23","23-239","F",46.32,10.08,3.26667,3.26667,4
"23","23-240","M",45.88,10.34,3.06667,3.06667,4.13333
"23","23-241","M",43.02,10.34,4.13333,4.13333,4.66667
"23","23-242","F",41.12,9.48,2.86667,2.86667,4.2
"23","23-243","F",40.1,8.68,3.4,3.4,4.13333
"23","23-244","F",38.74,8.84,2.8,2.8,3.46667
"23","23-245","M",42.72,10.06,2.2,2.2,3.53333
"23","23-246","F",29.6,6.56,2.4,2.4,2.86667
"23","23-247","M",45.72,10.2,3.2,3.2,4.26667
"23","23-248","M",41.34,9.6,2.06667,2.06667,3.33333
"23","23-249","F",53.54,11.3,3.8,3.8,4.8
"23","23-250","F",50.48,11.62,4.46667,4.46667,5.53333
"23","23-251","F",47.32,10.46,NA,0,5.06667
"23","23-252","F",44.98,10.56,3.33333,3.33333,4.13333
"23","23-253","M",39.18,8.72,2.53333,2.53333,3.46667
"23","23-254","F",47.96,10.42,4.33333,4.33333,5.66667
"23","23-255","F",50.54,10.84,3.33333,3.33333,4.53333
"23","23-256","M",44.94,11.04,3.66667,3.66667,4.53333
"23","23-257","M",45.04,10.48,3.2,3.2,4.53333
"23","23-258","F",52.24,12.16,3.46667,3.46667,4.93333
"23","23-259","F",46.68,10.64,3.86667,3.86667,5.06667
"23","23-260","F",45.92,10.46,3.33333,3.33333,4.2
"23","23-261","F",45.3,10.48,2.53333,2.53333,4.06667
"23","23-262","M",41.38,9.66,3.53333,3.53333,4.26667
"23","23-263","M",46.02,11.1,3.2,3.2,4
"23","23-264","F",47.7,10.9,4.8,4.8,5.73333
"23","23-265","F",49.22,11.48,4.26667,4.26667,5.33333
"23","23-266","M",45.56,10.3,3.53333,3.53333,4.13333
"23","23-267","F",45.28,10.06,3.6,3.6,4.33333
"23","23-268","F",37.08,8.42,2.66667,2.66667,3.6
"23","23-269","M",43.18,10.42,2.6,2.6,2.93333
"23","23-270","M",43.68,10.46,3.86667,3.86667,4.86667
"23","23-271","M",42.88,9.62,2.73333,2.73333,3.53333
"23","23-272","M",41.12,9.82,2.73333,2.73333,3.73333
"23","23-273","M",44.6,10.22,3.13333,3.13333,4.13333
"23","23-274","F",41.92,9.94,3.2,3.2,4.13333
"23","23-275","F",42.06,10.14,3.33333,3.33333,4.53333
"23","23-276","M",48.22,11.22,3.93333,3.93333,4.53333
"23","23-277","M",47.62,10.98,4.13333,4.13333,5.06667
"23","23-278","F",36.44,8.22,3.06667,3.06667,3.93333
"23","23-279","M",41.78,9.72,3.13333,3.13333,3.66667
"23","23-280","M",38.84,9.12,2.53333,2.53333,NA
"23","23-281","M",40.08,9.42,3.4,3.4,4.26667
"23","23-282","F",41.54,9.4,3.13333,3.13333,3.86667
"23","23-283","F",39.72,8.76,2.6,2.6,3.73333
"23","23-284","F",42.32,9.76,3.06667,3.06667,4.13333
"23","23-285","M",40.18,9.08,2.73333,2.73333,3.46667
"23","23-286","F",42.66,9.6,2.86667,2.86667,3.73333
"23","23-287","M",38.76,8.52,NA,0,3.33333
"23","23-288","M",32.52,7.7,2.53333,2.53333,3.13333
"23","23-289","F",39.64,9.18,2.2,2.2,4
"23","23-290","M",38.34,9.02,2.73333,2.73333,3.8
"23","23-291","M",32.84,7.92,2.13333,2.13333,3
"23","23-292","M",41.7,9.66,3.06667,3.06667,3.73333
"23","23-293","F",40.96,9.16,2.53333,2.53333,3.86667
"23","23-294","M",36.96,8.58,2.93333,2.93333,3.73333
"23","23-295","M",38.8,9.16,2.46667,2.46667,3.46667
"23","23-296","F",40.58,8.9,2.93333,2.93333,3.86667
"23","23-297","M",37.54,8.7,2.86667,2.86667,3.33333
"23","23-298","M",40.26,9.18,NA,0,3.6
"23","23-299","M",37.24,8.84,2.46667,2.46667,3.2
"23","23-300","M",38.44,8.78,3.2,3.2,3.8
"23","23-301","F",38.54,8.52,3.13333,3.13333,3.8
"23","23-302","M",38.68,9.3,2.86667,2.86667,3.73333
"23","23-303","M",33.18,7.14,2.86667,2.86667,3.2
"23","23-304","M",38.26,8.74,2.46667,2.46667,3.26667
"23","23-305","M",39.78,9.06,2.8,2.8,3.86667
"23","23-306","M",39.96,8.44,2.4,2.4,3.13333
"23","23-307","M",41.34,9.74,2.73333,2.73333,3.66667
"23","23-308","F",34.52,7.74,2.06667,2.06667,2.86667
"23","23-309","M",35.4,8.02,2.93333,2.93333,3.73333
"23","23-310","F",35.7,7.94,2.53333,2.53333,3.06667
"23","23-311","M",37.34,7.96,1.73333,1.73333,3.33333
"23","23-312","M",36.58,8.72,2.66667,2.66667,3.4
"23","23-313","M",36.8,8.74,2.4,2.4,3.4
"23","23-314","M",33.46,7.56,2.6,2.6,3.2
